Crop,N,P,K,pH,rainfall,temperature
tomato,100,40,90,6.042076823280049,1049.7570095857805,28.469828194988366
potato,180,60,90,5.11823465154302,604.4795245557775,29.916342415445015
cardamom,75,75,150,5.002388375466983,1016.6200733908565,27.49846856346303
maize,80,40,20,5.56,1712.66,11.2
garlic,50,10,60,5.527543227044331,100.50053117816255,22.347779483409084
pineapple,160,40,120,6.617033946337948,2172.1646372218142,23.797496652785615
sweetpotato,90,20,120,5.0644616125230195,572.5795882442166,28.429011977992648
orange,20,10,10,3.884077098019483,1244.8401999796076,28.772713978995125
pineapple,160,40,120,6.610943526385402,2193.20355611833,24.11443104201654
papaya,50,50,50,5.913908775663793,1019.3186100261653,28.725845886589692
maize,80,40,20,5.36,75.32,22.676
cabbage,100,65,70,6.633231433915626,1094.595129979519,28.63969184526116
ladyfinger,80,10,40,6.364951828296737,1071.5143943256926,28.572676772194185
garlic,50,10,60,5.309064229191627,1324.8373885115438,26.54404128145344
radish,25,100,50,5.8301142079521275,1345.6811853684137,25.998227831441675
jackfruit,75,40,50,5.145985237211149,2808.071440250064,27.975295433454146
cucumber,60,60,85,6.38757934953378,883.7602646825554,27.81109786793175
coriander,10,20,20,6.636549776228592,1295.5490611723792,26.72746849405695
drumstick,40,20,10,6.5310858919168355,786.420713669711,27.641632367565578
bittergourd,60,10,20,6.460204719112104,826.427793667619,27.656872094097707
cardamom,75,75,150,5.143470927338998,2744.8109676193303,27.466389795281604
pineapple,160,40,120,6.4643751450606945,2740.2963163629947,27.91182737080147
grapes,20,125,200,3.836692291539644,1033.9815569463942,27.891299456930103
soyabean,20,60,20,5.451720215533361,1193.2953729824555,30.644685162355145
banana,100,75,50,6.592765824916012,644.1394350016094,28.529065125418942
bittergourd,60,10,20,6.601234552887904,2745.8138742964675,27.99073148841968
grapes,20,125,200,4.159979006748886,785.4538006843636,26.967114035393855
sunflower,50,60,30,5.57209313903206,297.09734469137555,29.656733453881934
onion,120,60,65,6.08,1603.2375,22.89090909
sunflower,50,60,30,5.339707014053899,57.81859464838557,35.8063460328799
drumstick,40,20,10,6.3936021012986854,1014.7043986911879,27.6788965967766
drumstick,40,20,10,6.584266766825761,787.0061518073102,27.67269705635857
cardamom,75,75,150,4.836377581119663,938.0902555527961,27.33878262591681
drumstick,40,20,10,6.502974447789679,2915.939286330289,27.922003992434423
sweetpotato,90,20,120,4.891820053154659,620.5508242713466,34.32519717628489
papaya,50,50,50,5.958686840182243,2159.2940222003813,23.81190444051929
tomato,100,40,90,6.175270072781179,1529.1428190782963,23.00121759498903
sweetpotato,90,20,120,5.073192707960072,822.3124462633845,27.81154724991296
maize,80,40,20,5.5,288.3,25.46
rice,80,40,40,5.6,56.236,15.852
sweetpotato,90,20,120,5.1822019208751735,1710.5474951601825,22.60792518190584
drumstick,40,20,10,6.621691001847192,2915.939286330289,27.922003992434423
grapes,20,125,200,3.8086429556600163,1070.9165713493878,28.19423664993439
grapes,20,125,200,3.8086429556600163,756.9373528549535,26.714723266569443
drumstick,40,20,10,6.663502657816152,2915.939286330289,27.901896998401135
jute,80,40,40,5.392257232983866,126.17515617465189,26.252871813683253
cardamom,75,75,150,4.941783508093011,1929.0019401390339,23.568355955513734
sweetpotato,90,20,120,4.985927839938294,1650.5307426512502,23.124640371573644
orange,20,10,10,3.9213092314525166,1136.1164513276926,28.428145067199054
pineapple,160,40,120,6.345606820297451,2239.839346548951,24.195111855960594
pineapple,160,40,120,6.342202941819087,2262.7384848847723,23.775763922975056
onion,120,60,65,6.051939976028844,1275.685590002091,22.30329817529294
potato,180,60,90,4.92,1411.78,19.94545455
sweetpotato,90,20,120,4.89354783947266,2804.7261124238544,27.116081843952056
soyabean,20,60,20,5.579837870479365,1100.5439910471,25.274418669410725
papaya,50,50,50,6.085599133051647,1073.4418964050642,18.842592907537036
rice,80,40,40,5.52,1151.02,28.03333333
jackfruit,75,40,50,5.120466586447908,852.9068984454634,27.87389353855875
orange,20,10,10,4.011916557753124,1319.1133889372968,25.855067109026873
orange,20,10,10,3.825434248869415,1171.74661338801,28.966276294531806
drumstick,40,20,10,6.459827839538508,845.4173512511475,27.658350445065235
pineapple,160,40,120,6.51270170086331,2130.6885279864673,23.89094079398669
onion,120,60,65,5.86,810.26,29.95636364
cauliflower,80,70,50,6.567444599788038,1088.711575688242,28.442973347288056
banana,100,75,50,6.637968566838753,2240.2366920181676,24.07790604864405
cardamom,75,75,150,5.083371574946016,1743.4850417401278,22.9793926980634
jackfruit,75,40,50,5.110098247134224,816.170165447566,27.819197375187436
sunflower,50,60,30,5.466031057410246,792.5937862237224,33.15386521677643
blackpepper,100,60,50,5.093862335611925,2857.5753996264684,28.701227943967183
cucumber,60,60,85,6.663537001781171,946.6460895458699,28.96113190141554
drumstick,40,20,10,6.652915222352119,2882.9189068229553,27.915805940679213
jowar,80,40,40,5.48,73.47,23.562
jackfruit,75,40,50,5.117921128319963,804.1671994699295,27.623200206623135
blackpepper,100,60,50,5.095839129926659,2889.4623709673883,27.170193513752423
cotton,120,40,20,5.431758048210494,1214.2073934651266,22.111937707351302
mango,20,20,30,5.065179612711306,2766.3530781957934,27.475713533333472
mango,20,20,30,5.058286843009305,720.7920143897603,26.339931445877212
orange,20,10,10,3.907840046138601,893.9387069250907,29.224467631357218
coriander,10,20,20,6.310662841965405,1022.9743836185314,27.915976529142032
cardamom,75,75,150,5.070393741863758,1476.8542314911265,22.687786574656716
jackfruit,75,40,50,4.9157282419443336,809.2276466812309,27.723625672649487
brinjal,80,15,40,6.678397118628072,951.9653674476876,28.318778618843538
blackpepper,100,60,50,5.143287113425622,2831.5253046672706,28.136906255758483
cotton,120,40,20,5.587785432007246,82.70039885331914,29.19243145917083
pineapple,160,40,120,6.578104695706134,1204.6045164830368,26.320657730466646
drumstick,40,20,10,6.513359505289562,2734.1935719875487,27.8926075510518
orange,20,10,10,4.1726536667473,2075.849185772389,23.506441458642783
cardamom,75,75,150,4.875510273111903,120.39077430236436,26.700065719644417
coriander,10,20,20,6.672207127536971,1642.5776840386384,22.321328844823146
orange,20,10,10,3.9487304960249014,861.898256952908,28.771555346150766
bittergourd,60,10,20,6.691504939650586,1364.5502599752376,25.93654124158032
bittergourd,60,10,20,6.461858613493559,1024.893065934853,27.54404690837135
cauliflower,80,70,50,6.666285841299517,1108.9852884918064,28.595219381709388
bottlegourd,100,50,50,6.327305303716783,1052.9623805375552,27.798614647724527
cardamom,75,75,150,5.104024090285829,2800.6462832805446,27.623752208909142
jackfruit,75,40,50,5.041222120239456,2824.0912420907625,27.975295433454146
garlic,50,10,60,5.358502640299132,773.1550085260038,25.912381568410318
radish,25,100,50,6.0975809177862565,934.9891303385568,27.739452189578262
radish,25,100,50,6.131531450861638,860.3450938302939,27.65728392982121
orange,20,10,10,3.9160096854540205,992.3781850054386,27.785848633429357
cardamom,75,75,150,4.992525229108617,829.9633206818488,27.46834989971543
rice,80,40,40,5.38,516.68,27.86666667
cardamom,75,75,150,4.888561652589766,2470.447771152567,27.884969596436235
coriander,10,20,20,6.573506236261166,931.8523825971108,28.31914610942732
cauliflower,80,70,50,6.3409126286729025,1148.1390335002181,28.739880144089735
cauliflower,80,70,50,6.562675150088316,1119.216451661476,28.739880144089735
drumstick,40,20,10,6.52,2817.86,27.90909091
pineapple,160,40,120,6.5058797988234724,1127.08386358143,19.36584090380354
cardamom,75,75,150,5.020767785311316,1954.299733646087,22.676220046913965
orange,20,10,10,4.173386190216702,2227.135174873843,23.978558589549777
grapes,20,125,200,4.031770405649887,1085.3950136081646,28.932757555078048
ladyfinger,80,10,40,6.484941506191349,1090.4479803656375,28.543418867082956
grapes,20,125,200,3.934991641085507,705.9395361113388,26.262185839742923
mango,20,20,30,4.845330274867556,1127.3074779924889,28.083936010683868
bittergourd,60,10,20,6.559632257686476,2902.4497976404637,27.970981286867143
pumpkin,80,50,30,5.410066663819793,882.2253741628989,27.673605981919565
rice,80,40,40,5.36,1011.49,30.43
cotton,120,40,20,5.406258266335977,349.8441512185615,34.63924100154628
coriander,10,20,20,6.44,556.2,28.54545455
grapes,20,125,200,4.146299780258255,1100.4979665436686,28.886966791811005
cauliflower,80,70,50,6.638786603301892,894.8605185032442,27.617670927100118
jowar,80,40,40,5.54,1011.49,30.43
grapes,20,125,200,3.8653790535127253,1568.6320446308434,22.90366744422076
cardamom,75,75,150,4.907111586081476,1841.2320529433669,22.848444683987474
pineapple,160,40,120,6.522137080278274,1530.808864690087,26.161174375716797
radish,25,100,50,5.808468549138363,1290.7444950436718,25.933275080421737
maize,80,40,20,5.66,98.98,34.92333333
bittergourd,60,10,20,6.308495060349414,2792.30289711759,27.851640755471372
drumstick,40,20,10,6.6506891122371306,2915.939286330289,27.898999833801888
cotton,120,40,20,5.34573819231646,416.5388995125361,32.76116843357235
mango,20,20,30,4.917655725493338,1378.8835177762544,25.924026591664823
radish,25,100,50,6.033802052430605,914.505168072833,27.739452189578262
rice,80,40,40,5.64,1011.49,30.43
bottlegourd,100,50,50,6.59577493623692,1352.0219072857863,26.031812326337775
jute,80,40,40,5.462512847988508,1557.6533950233936,26.458390806998803
banana,100,75,50,6.56,1026.64,29.18636364
cucumber,60,60,85,6.39571796083153,885.5054358648149,27.588905884950915
garlic,50,10,60,5.475984906248747,1482.647944507041,27.20025648035234
banana,100,75,50,6.368331666848207,826.5456089302188,29.404532756981656
cabbage,100,65,70,6.56245273706452,1038.2391450255432,28.119851474199656
grapes,20,125,200,3.9029055923573615,966.4201916575221,29.241913844575134
maize,80,40,20,5.42,411.52,34.73
drumstick,40,20,10,6.600781037082294,1099.5624824448014,27.641632367565578
orange,20,10,10,3.917489363635859,826.6848251261572,29.224467631357218
sunflower,50,60,30,5.48,1166.94,28.33333333
cabbage,100,65,70,6.5,1111.68,28.64818182
banana,100,75,50,6.412387626436544,986.5653615113961,28.03809754396522
papaya,50,50,50,6.111659967661019,2210.7359407221206,23.466042067913932
cabbage,100,65,70,6.485396723035107,1025.0763449877397,28.275392710077842
drumstick,40,20,10,6.634881856726967,2915.939286330289,27.913288487645207
pumpkin,80,50,30,5.623431938072758,881.8465,27.675039269380655
orange,20,10,10,4.167488097326514,2220.916096596155,23.70827406773352
tomato,100,40,90,6.084077818524415,733.8472587042883,26.2567591439772
sweetpotato,90,20,120,4.84,2169.32,23.73636364
pumpkin,80,50,30,5.592913598991287,881.8465,27.62454545
grapes,20,125,200,3.939288681326959,724.4284649621384,25.841917403896264
grapes,20,125,200,4.09180789656409,1023.3133268489082,27.87754080025309
onion,120,60,65,6.08,556.2,28.54545455
bittergourd,60,10,20,6.44265086521837,999.0842613727675,27.62940514968352
drumstick,40,20,10,6.4267163877454045,786.420713669711,27.641632367565578
drumstick,40,20,10,6.6256680742758824,2676.0262797221035,27.868834992810584
soyabean,20,60,20,5.5401936622427375,1147.6321491357878,26.647517492299066
bottlegourd,100,50,50,6.568608671662562,868.9172426822145,27.781723641916994
orange,20,10,10,3.950023226009393,1033.3633808852492,28.13035713974818
sunflower,50,60,30,5.4,87.2,23.106
drumstick,40,20,10,6.629996929219069,2670.7348150623184,27.89553659037987
tomato,100,40,90,6.1499962569908035,1031.662918300515,29.190951898640105
brinjal,80,15,40,6.546855970041682,827.1704255171803,27.51359274728617
cotton,120,40,20,5.438738882119747,356.6484078668651,34.89728794407409
jute,80,40,40,5.625108663200087,139.23909852826017,26.974743607452098
sunflower,50,60,30,5.46,34.81,34.66666667
cabbage,100,65,70,6.5404789980733575,1041.9950932192412,27.964879912410577
banana,100,75,50,6.653937247921744,1407.6518387977344,26.389603510678384
sweetpotato,90,20,120,5.1786230088871505,1016.7230914510048,29.305106907954734
papaya,50,50,50,6.125585529589246,2134.997010645717,23.64564266777785
garlic,50,10,60,5.62,1111.68,28.64818182
jowar,80,40,40,5.426942022366337,682.0581369291647,34.07763293032771
tomato,100,40,90,6.15577491563181,1318.4143094311507,25.98714411331224
coriander,10,20,20,6.620924316574273,1608.476958819429,23.945513570227323
ladyfinger,80,10,40,6.490608926404598,1090.8242537999304,28.813627333519605
cotton,120,40,20,5.5,884.5,27.65454545
drumstick,40,20,10,6.468041500013533,995.078218001885,27.677162832872884
cabbage,100,65,70,6.378954041450368,925.1666870819586,27.66290547346095
pineapple,160,40,120,6.43225729677859,2243.6803798814676,23.619851695792548
maize,80,40,20,5.64,70.11,25.6
garlic,50,10,60,5.42,1603.2375,22.89090909
drumstick,40,20,10,6.625729182196353,2756.424382141556,27.905154715711692
jackfruit,75,40,50,4.88620284698914,1450.9764371685021,26.00166194655254
jackfruit,75,40,50,4.8762070564977895,1352.0682663219852,26.138854194395332
jowar,80,40,40,5.36,199.2125,21.3
cardamom,75,75,150,5.148939324131948,1633.3390165817939,22.887481776591866
potato,180,60,90,5.16,942.8,28.99454545
sweetpotato,90,20,120,5.128344076005394,1219.4180646848945,26.443394341351283
papaya,50,50,50,5.973232522871012,999.4737196589327,29.038272401575483
rice,80,40,40,5.36,1712.66,11.2
mango,20,20,30,5.093701607847748,486.78689944123846,27.75483314246839
bittergourd,60,10,20,6.477161018702042,896.869854436297,27.74435188323342
brinjal,80,15,40,6.46999938466528,1152.2991932041036,28.476366862012323
pumpkin,80,50,30,5.667571353896077,887.1535,27.68079051337999
soyabean,20,60,20,5.3093503026521445,471.7086291350181,33.34254507584733
rice,80,40,40,5.64,664.94,22.03333333
sunflower,50,60,30,5.6041284673819955,990.90486165977,30.297619883090846
pineapple,160,40,120,6.6428101809177935,816.4744084833425,18.90524836896169
cardamom,75,75,150,5.0363697535658245,1626.1793549151023,23.154976138999356
maize,80,40,20,5.52,607.48,26.36666667
rice,80,40,40,5.42,157.31,25.83333333
blackpepper,100,60,50,4.92,2169.32,23.73636364
potato,180,60,90,5.17293021754174,1131.4475923797156,27.98758646601028
ladyfinger,80,10,40,6.371290001615551,1072.7651706090146,28.47550633973532
sunflower,50,60,30,5.46653573156384,783.7376278749589,32.68157538669116
cabbage,100,65,70,6.474795155296787,1111.0554826933526,28.571681997052657
rice,80,40,40,5.62,579.75,34.01
orange,20,10,10,4.163381567898805,2171.867047168496,24.054835879516947
blackpepper,100,60,50,5.082012730191031,2684.4216366562637,27.18597381026524
papaya,50,50,50,6.166196877717867,1784.8528013260789,22.96882206944829
tomato,100,40,90,6.179828476131982,1147.158985747341,28.621576828278783
blackpepper,100,60,50,5.186130230254721,2839.3177421394794,27.03461964247896
grapes,20,125,200,3.818888281644954,1179.4976895072696,28.54200221914003
cauliflower,80,70,50,6.312457960107211,1107.9451411723414,28.551967631631552
jackfruit,75,40,50,4.822078690644796,804.1671994699295,27.700240287742076
rice,80,40,40,5.68,235.4251,26.64666667
tomato,100,40,90,6.050590585128697,1006.39479829662,28.478772851298586
drumstick,40,20,10,6.384839445334381,865.067657554528,27.655214172095366
sunflower,50,60,30,5.553771454431476,67.49627175376314,27.48446672143303
cardamom,75,75,150,5.038223374508621,2661.8477618129605,27.990172653448273
onion,120,60,65,5.851288510599939,2225.775406824058,24.440617729021234
bittergourd,60,10,20,6.68324565893311,1282.8055854392762,26.23143317330228
orange,20,10,10,3.903052421120181,851.5484997115491,29.072989329389454
cucumber,60,60,85,6.373630843400075,1027.245831432081,28.101717459041705
sunflower,50,60,30,5.34,1166.94,28.33333333
bottlegourd,100,50,50,6.619065910776227,1043.9046811912028,28.155778707856488
banana,100,75,50,6.61119020940021,1704.202815778662,22.609939475693245
maize,80,40,20,5.48,113.7,30.26666667
radish,25,100,50,5.871964133953584,1339.125598036673,26.060058889342947
cotton,120,40,20,5.466738664075931,722.1153180220531,28.447176785434333
jute,80,40,40,5.608651464472514,1100.9201055691287,27.966587102074836
pumpkin,80,50,30,5.54894578057418,886.3786239067928,27.68454545
jowar,80,40,40,5.458224653681554,1343.0042221426731,21.954118092781105
pumpkin,80,50,30,5.349499747320661,887.1535,27.62454545
blackpepper,100,60,50,4.88,1050.245,18.77818182
cabbage,100,65,70,6.3639284547059445,929.5062354922616,28.91453085452927
rice,80,40,40,5.38,497.88,25.03333333
bittergourd,60,10,20,6.60960026561515,884.7770642605517,27.656729203361504
maize,80,40,20,5.34,1145.22,28.5
orange,20,10,10,4.1817576150753695,961.6979502547352,27.89982703551193
cardamom,75,75,150,5.120385104443791,1712.7078512960459,22.990896166104374
rice,80,40,40,5.4,182.5,29.2
garlic,50,10,60,5.335403512801907,654.3066562611691,28.286804598485
jute,80,40,40,5.6909379159333495,1581.7920531643947,27.470045907804554
grapes,20,125,200,3.8742815741484518,1010.7125183261643,29.241913844575134
cabbage,100,65,70,6.6,1111.68,28.64818182
cauliflower,80,70,50,6.429750039429412,1130.8171944616004,28.739880144089735
